Sentence,Class
The customer places his card in the card holder,Relevant
The customer enters his PIN ,Relevant
The customer chooses “cash withdrawal” in the main menu,Relevant
The customer enters the amount that he wants to withdraw,Relevant
The customer chooses which type of bills he wants,Relevant
For example 2 bills of 50€ or 10bills of 10€,Irrelevant
The customer chooses if he wants a receipt of the transaction or not,Relevant
The customer selects the account type current or savings,Relevant
The ATM machine prepares the customer’s money,Relevant
The customer takes back his card,Relevant
The customer picks his money up,Relevant
If the customer asks a receipt he takes it and the process is finished,Relevant
The customer opens Amazon on his phone or desktop,Relevant
The customer logs into his account,Relevant
The customer selects “Your orders ,Relevant
The customer clicks on the item that he wants to return,Relevant
The customer selects “Need help with your item”,Relevant
The customer makes sure that the date to return it is still eligible,Relevant
 The customer selects why he returns it,Relevant
For example because of it is an accidental order or a wrong item was sent,Irrelevant
The customer adds a comment if he wishes to explain more precisely,Relevant
The customer chooses how he returns the item,Relevant
The customer receives an email with the return label,Relevant
The customer sends the item to Amazon ,Relevant
The process finishes when the customer confirms the request ,Relevant
The process begin when the customer see a discount on decathlon s website,Relevant
The customer goes to the shop,Relevant
Then the customer asks the employee some informations about the discount,Relevant
Then the customer goes to the good ray of interest,Relevant
There he asks the employee takes the goods,Relevant
Football shoes for example,Irrelevant
Then the customer tries the goods and makes a choice,Relevant
He goes to the cash register,Relevant
The customer pays by cash or with a credit card,Relevant
After that he goes back home and the process end,Relevant
The process begin when a customer enter in the restaurant,Relevant
The customer ask to a server if it is possible to eat,Relevant
a burger for exemple,Irrelevant
if any table are available the customer may wait or leave,Relevant
if a table is available the customer can sit,Relevant
Then a server goes to the table gives menu and ask if they want to drink someting,Relevant
Then the server goes to the bar to prepare the order,Relevant
when the order is ready the server goes serve the drinks,Relevant
after 5 minutes the server goes to the table and ask the customer if they have chosen what they want to drink,Relevant
if not he wait again 5  minutes,Relevant
