Source;Process Name;#;Sentence,Class
MadeHow;Seismograph;22;If the data recording equipment consists of more traditional equipment such as a roll of paper and a pen these are now attached to the unit,Relevant
MadeHow;Seismograph;23;Depending on the final destination the seismograph is shipped by truck or plane in a cushioned crate by transporters experienced in moving delicate electronic equipment,Relevant
MadeHow;Seismograph;24;A seismograph intended for educational purposes might be bolted into the concrete floor of a basement but research seismographs are best situated far from the inevitable vibrations of a building,Relevant
MadeHow;Seismograph;25;They are either installed directly onto the bedrock in instances where great precision is required or in a bed of concrete,Relevant
MadeHow;Seismograph;26;In both cases earth is removed and the ground leveled,Relevant
MadeHow;Seismograph;27;In the second instance a bed of concrete is poured and allowed to set,Relevant
MadeHow;Seismograph;28;After the base has been prepared the seismometer unit is bolted into place,Relevant
MadeHow;Seismograph;29;In some instances where great sensitivity is required it will be housed in a vault where the temperature and humidity are controlled,Relevant
MadeHow;Seismograph;30;The seismometer unit is usually installed in the chosen field cavern or vault while the amplifiers filters and recording equipment are housed separately,Relevant
MadeHow;Seismograph;31;In modern seismology it is typical to have several seismometer units arrayed at a distance from one another,Relevant
MadeHow;Seismograph;32;Each seismometer unit sends signals to a central location where the data can be printed out and studied,Relevant
MadeHow;Seismograph;33;The signals may be broadcast from an antenna built into the unit or in more sophisticated units beamed up to a satellite,Relevant
MadeHow;Shaving Cream;1;The modern manufacture of shaving cream is a carefully controlled process,Irrelevant
MadeHow;Shaving Cream;2;Although carried out on a large scale its manufacture resembles a laboratory procedure involving only small quantities of ingredients,Irrelevant
MadeHow;Shaving Cream;3;There are two main phases to the manufacturing process,Irrelevant
MadeHow;Shaving Cream;4;In the first phase the fatty or oily portions of the formula—stearic acid lanolin and polyoxyethylene sorbitan monostearate—are heated in a jacketed kettle to a temperature of approximately 179 to 188 degrees Fahrenheit (80 to 85 degrees Celsius),Relevant
MadeHow;Shaving Cream;5;The jacketed kettle which can hold as little as 300 gallons or as much as 10000 gallons resembles a double boiler one container placed inside another is heated when steam is circulated through the outer container,Irrelevant
MadeHow;Shaving Cream;6;Inside the interior kettle are blades that revolve to mix the oils as they are heated,Relevant
MadeHow;Shaving Cream;7;After the first group of ingredients has turned smooth over a period of roughly 40 minutes the steam is released from the outer container of the kettle and the mixture is allowed to cool,Relevant
MadeHow;Shaving Cream;8;The second phase of manufacture begins when the mixture has cooled to about 152 degrees Fahrenheit (65 degrees Celsius),Relevant
MadeHow;Shaving Cream;9;Most of the remaining ingredients—water glycerin and triethanolamine—are added now and mixing continues for approximately 40 minutes,Relevant
MadeHow;Shaving Cream;10;When the mixture reaches a temperature of 125 to 134 degrees Fahrenheit (50 to 55 degrees Celsius) perfumes or other scents can be added,Relevant
MadeHow;Shaving Cream;11;Because perfumes consist primarily of highly volatile oils they would evaporate if added when the blend was still warm,Irrelevant
MadeHow;Shaving Cream;12;The formulas for perfumes which can contain more than 200 different ingredients come closer to being trade secrets than information about shaving cream itself (though textbook and handbook formulas for perfume are not hard to come by),Irrelevant
MadeHow;Shaving Cream;13;In recognition of this manufacturers do not have to disclose information about fragrances,Relevant
MadeHow;Shaving Cream;14;The mixture still being stirred is allowed to cool further until it reaches a temperature of 89 degrees Fahrenheit (30 degrees Celsius),Relevant
MadeHow;Shaving Cream;15;Now a thickening white mass of highly viscous liquid it is forced through a silk or stainless steel screen to eliminate any lumps that may have formed in the mixing process and to catch the rare impurity or foreign object such as a small wood splinter,Relevant
MadeHow;Shaving Cream;16;If this particular mixture is designated for tube packaging it is now placed in a tube and fitted with a cap,Relevant
MadeHow;Shaving Cream;17;After the bottom of the tube has been crimped the product is ready for shipment and stocking on a store shelf,Relevant
MadeHow;Shaving Cream;18;When the desired product is an aerosol spray the shaving cream is poured into an open can,Relevant
MadeHow;Shaving Cream;19;Next a valve and a cover are fitted onto the can and forced downward to form a seal,Relevant
MadeHow;Shaving Cream;20;Propellant is then forced into the can through the valve,Relevant
MadeHow;Shaving Cream;21;Most shaving preparations contain between four and five percent propellant a larger amount would dry the shaving cream as it came out of the can rendering it unusable,Irrelevant
MadeHow;Shaving Cream;22;A small amount of material is intentionally released (purged) to relieve excess pressure and the can is tested in water to make sure that the valve is holding tightly,Relevant
MadeHow;Shaving Cream;23;The can is now ready to be shipped,Relevant
MadeHow;Soda Bottle;1;Before the bottles can be made the PET itself must be manufactured or polymerized,Irrelevant
MadeHow;Soda Bottle;2;In polymerization smaller molecules are combined to form larger substances,Irrelevant
MadeHow;Soda Bottle;3;To make PET terephthalic acid is first combined with methanol (CH 3 OH),Relevant
MadeHow;Soda Bottle;4;This reaction yields dimethyl terephthalate and water,Relevant
MadeHow;Soda Bottle;5;Next the dimethyl terephthalat is combined with an excess of ethylene glycol at 305 degrees Fahrenheit (150 degrees Celsius) to yield another substance bis 2hydroxyethyl terephthalate and methanol,Relevant
MadeHow;Soda Bottle;6;The final step of polymerization involves the condensation polymerization of the bis 2hydroxyethyl terephthalate,Relevant
MadeHow;Soda Bottle;7;In this process a polymer is formed while another molecule is released or falls out,Relevant
MadeHow;Soda Bottle;8;The condensation polymerization of bis 2hydroxyethyl terephthalate is carried out in a vacuum at 530 degrees Fahrenheit (275 degrees Celsius) and results in chains of PET and ethylene glycol (see step #1 above) the latter substance is continuously removed during polymerization and used to make more PET ,Relevant
MadeHow;Soda Bottle;9;After the PET mixture reaches the required viscosity (thickness) it is cooled to avoid degradation and discoloration ,Relevant
MadeHow;Soda Bottle;10;Later it can be reheated for its various uses ,Irrelevant
MadeHow;Soda Bottle;11;PET beverage bottles are made using a process known as stretch blow molding (also called orientation blow molding) ,Irrelevant
MadeHow;Soda Bottle;12;First PET pellets are injection molded—heated and put into a mold—into a thin walled tube of plastic called a parison ,Relevant
MadeHow;Soda Bottle;13;The parison is then cooled and cut to the proper length ,Relevant
MadeHow;Soda Bottle;14;Next the parison tube is reheated and placed into another mold which is shaped like a soda bottle complete with screwtop ,Relevant
MadeHow;Soda Bottle;15;A steel rod (a mandrel) is slid into the parison ,Relevant
MadeHow;Soda Bottle;16;Highly pressurized air then shoots through the mandrel and fills the parison pressing it against the inside walls of the mold ,Relevant
MadeHow;Soda Bottle;17;The pressure of the air stretches the plastic both radially (out) and axially (down),Relevant
MadeHow;Soda Bottle;18;The combination of high temperature and stretching in the desired direction causes the molecules to polarize line up and essentially crystallize to produce a bottle of superior strength,Relevant
MadeHow;Soda Bottle;19;The entire procedure must be done quickly and the plastic must be pressed firmly against the wall or the bottle will come out misshapen,Relevant
